name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"scheerbart-die-wurzeln-der-wohlhabenheit","ger000097","Scheerbart","0","Die Wurzeln der Wohlhabenheit","Ein schildbürgerliches Schauspiel in fünf Akten","","1904","15","false","0.9010989010989011","0.5714285714285714","1.4285714285714286","wiedewitt|von_moellerkuchen|kaeseberg","8","2","","1904","14","15","0","14","1","","1","","5","0","5","2472","2203","913","84","5"
"scheerbart-es-lebe-europa","ger000034","Scheerbart","0","Es lebe Europa!","Eine Kapitalisten-Tragödie in fünf Akten","Tragedy","1904","9","false","0.8666666666666667","0.6111111111111112","1.3888888888888888","urban|haeser","4.888888888888889","2","","1904","8","9","2","7","0","","1","","5","0","5","1559","1232","438","52","0"
"scheerbart-herr-kammerdiener-kneetschke","ger000153","Scheerbart","0","Herr Kammerdiener Kneetschke","Eine Kammerdiener-Tragödie in fünf Aufzügen","Tragedy","1904","10","false","0.8555555555555555","0.6888888888888889","1.3111111111111111","kathi|kneetschke","6.2","2","","1904","9","10","4","6","0","","1","","5","0","5","3084","2664","942","180","0"
"scheerbart-lachende-gespenster","ger000138","Scheerbart","0","Lachende Gespenster","Ein Schauspiel zwischen schwarzen Wänden in einem Aufzuge","","1904","6","false","1","1","1","several characters","5","1","","1904","5","6","2","1","3","","1","","1","0","0","1942","1815","362","109","0"
"scheerbart-okurirasuna","ger000112","Scheerbart","0","Okurirasûna","Grosse Weltkomödie in fünf Akten","Comedy","1904","10","false","1","1","1","several characters","9","1","","1904","9","10","3","7","0","","1","","5","0","5","6287","5712","1961","198","0"
"scheerbart-ruebezahl","ger000231","Scheerbart","0","Rübezahl","Schauspiel in fünf Aufzügen","","1904","18","false","0.8174316424316425","0.32679738562091504","1.8300653594771241","ruebezahl","5.555555555555555","3","","1904","14","18","4","14","0","","1","","67","0","5","14877","13566","3882","603","0"
"schikaneder-die-zauberfloete","ger000256","Schikaneder","0","Die Zauberflöte","Große Oper in zwey Aufzügen","","1791","27","true","0.7637981118373275","0.3190883190883191","1.8034188034188035","tamino|papageno","8.296296296296296","3","1791","","18","27","6","17","4","","1","","49","59","2","12760","11677","2178","366","785"
"schiller-die-braut-von-messina","ger000067","Schiller","0","Die Braut von Messina oder Die feindlichen Brüder","Ein Trauerspiel mit Chören","Tragedy","1803","18","false","0.8632495590828924","0.33986928104575165","1.7058823529411764","chor","5.777777777777778","3","1803","1803","16","18","2","16","0","","1","1802/1803","29","11","4","23899","19989","1411","0","2888"
"schiller-die-jungfrau-von-orleans","ger000227","Schiller","0","Die Jungfrau von Orleans","Eine romantische Tragödie","Tragedy","1801","47","false","0.756246433999876","0.15541165587419056","2.418131359851989","johanna","7.148936170212766","5","1801","1801","28","47","6","40","1","","1","1800/1801","63","17","5","28828","27778","3075","0","3756"
"schiller-die-piccolomini","ger000086","Schiller","0","Die Piccolomini","In fünf Aufzügen","","1799","28","false","0.8776207919065063","0.25396825396825395","2.0673758865248226","terzky","6.857142857142857","4","1799","1800","15","28","3","25","0","","2","1796/1798","31","1","5","21350","20723","1754","1","2834"
"schiller-die-raeuber","ger000008","Schiller","0","Die Räuber","Ein Schauspiel","","1781","26","false","0.848139426924852","0.5169230769230769","1.4830769230769232","grimm|schwarz","12.923076923076923","2","1782","1781","25","26","1","24","1","","1","1779/1780","15","26","5","40879","39320","2280","1084","136"
"schiller-die-verschwoerung-des-fiesco-zu-genua","ger000451","Schiller","0","Die Verschwörung des Fiesco zu Genua","Ein republikanisches Trauerspiel","Tragedy","1782","36","false","0.767351006422644","0.2111111111111111","1.9587301587301587","fiesco","7.388888888888889","4","1782","1783","28","36","5","28","3","","1","","75","12","5","30241","28851","3982","1251","0"
"schiller-don-carlos-infant-von-spanien","ger000217","Schiller","0","Don Carlos, Infant von Spanien","Ein dramatisches Gedicht","","1787","26","false","0.6809988313530824","0.3446153846153846","1.8","koenig_philipp","8.615384615384615","3","1787","1787","20","26","6","20","0","","1","1782/1787","69","23","5","44148","42704","6091","0","6550"
"schiller-kabale-und-liebe","ger000096","Schiller","0","Kabale und Liebe","Ein bürgerliches Trauerspiel in fünf Aufzügen","Tragedy","1784","17","false","0.7397759103641457","0.3014705882352941","2.0588235294117645","lady","4.823529411764706","4","1784","1784","9","17","4","12","1","","1","1782/1783","37","23","5","31029","29173","4073","922","0"
"schiller-maria-stuart","ger000311","Schiller","0","Maria Stuart","Ein Trauerspiel","Tragedy","1800","20","false","0.6793290043290044","0.30526315789473685","2.163157894736842","elisabeth","5.8","4","1800","1801","12","20","6","14","0","","1","1799/1800","52","18","5","30635","29730","2219","0","4326"
"schiller-wallensteins-lager","ger000025","Schiller","0","Wallensteins Lager","","","1798","27","false","0.835522238594134","0.4045584045584046","1.6438746438746439","trompeter","10.518518518518519","3","1798","1800","25","27","2","23","2","","1","1796/1798","11","1","0","8920","7819","407","0","1117"
"schiller-wallensteins-tod","ger000058","Schiller","0","Wallensteins Tod","Ein Trauerspiel in fünf Aufzügen","Tragedy","1799","33","false","0.6843749065040932","0.23484848484848486","2.0643939393939394","graefin","7.515151515151516","4","1799","1800","20","33","4","28","1","","1","1796/1799","63","1","5","31540","30810","2712","0","4256"
"schiller-wilhelm-tell","ger000452","Schiller","0","Wilhelm Tell","Schauspiel","","1804","66","false","0.8755267025047938","0.24895104895104894","1.863869463869464","stauffacher","16.181818181818183","3","1804","1804","47","66","7","46","13","","1","1802/1804","15","15","5","28076","27222","3046","0","3487"
"schink-der-neue-doktor-faust","ger000072","Schink","0","Der neue Doktor Faust","Eine Plaisanterie mit Gesang, in zwei Aufzügen","Comedy","1782","4","false","0.5833333333333334","0.6666666666666666","1.3333333333333333","rosalinde","2","2","","1782","3","4","1","2","1","","1","","14","0","2","5484","5368","433","199","79"
"schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat","ger000218","Schink","0","Hanswurst von Salzburg mit dem hölzernen Gat","Historisch Schauspiel in drei Aufzügen","","1778","18","false","0.553872053872054","0.1830065359477124","1.725","hanswurst","3.111111111111111","3","","1778","11","18","4","14","0","","4","","31","0","3","16548","16059","1056","2","2080"
"schlaf-meister-oelze","ger000248","Schlaf","0","Meister Oelze","Drama in drei Aufzügen","","1892","8","false","0.9404761904761906","0.9285714285714286","1.0714285714285714","several characters","6.5","2","1900","1892","7","8","4","4","0","","1","","3","1","3","20117","19530","4051","958","18"
"schlegel-alarcos","ger000164","Schlegel","0","Alarcos","Ein Trauerspiel in zwei Aufzügen","Tragedy","1802","11","false","0.817893217893218","0.6181818181818182","1.4363636363636363","alvaro","6.181818181818182","3","1802","1802","9","11","5","6","0","","1","1801","7","0","2","10617","10484","231","0","1298"
"schlegel-canut","ger000417","Schlegel","0","Canut","Ein Trauerspiel","Tragedy","1746","7","false","0.7380952380952381","0.6190476190476191","1.380952380952381","estrithe","3.7142857142857144","2","","1746","6","7","2","5","0","","1","1746","23","1","5","15491","13979","64","0","1571"
"schlegel-der-geschaeftige-muessiggaenger","ger000397","Schlegel","0","Der geschäftige Müßiggänger","Ein Lustspiel","Comedy","1743","15","false","0.8054845154845154","0.41904761904761906","1.5809523809523809","frau_sylvesterinn","5.866666666666666","2","","1743","14","15","5","10","0","","1","","44","0","5","23040","22710","151","1058","20"
"schlegel-der-triumph-der-guten-frauen","ger000342","Schlegel","0","Der Triumph der guten Frauen","Ein Lustspiel in fünf Aufzügen","Comedy","1748","7","false","0.8428571428571427","0.7142857142857143","1.2857142857142858","cathrine","4.285714285714286","2","","1748","6","7","4","3","0","","1","1747","48","0","5","20991","20636","237","953","0"
"schlegel-die-stumme-schoenheit","ger000328","Schlegel","0","Die stumme Schönheit","Ein Lustspiel in einem Aufzuge","Comedy","1747","8","false","0.8708333333333333","0.75","1.25","jungwitz","5.25","2","","1747","7","8","4","4","0","","1","1747","25","0","0","7679","7464","166","0","897"
"schlegel-jon","ger000234","Schlegel","0","Jon","Schauspiel in fünf Aufzügen","","1802","6","false","0.75","0.6","1.1","kreusa|xuthus|pythia","3","2","1802","1803","4","6","2","4","0","","2","","23","0","5","17001","16835","277","0","2380"
"schnitzer-der-zigeunerbaron","ger000292","Schnitzer","0","Der Zigeunerbaron","Operette in 3 Acten","","1885","19","true","0.9112070334206557","0.7777777777777778","1.2280701754385965","several characters","14","3","1885","","17","19","5","11","3","","1","","14","22","3","8208","7979","341","0","1571"
"schnitzler-anatol","ger000089","Schnitzler","0","Anatol","","","1893","11","false","0.6837662337662338","0.34545454545454546","1.6545454545454545","anatol","3.4545454545454546","2","1910","1893","10","11","7","4","0","","1","1891","7","4","7","21918","21415","1830","1589","10"
"schnitzler-anatols-groessenwahn","ger000176","Schnitzler","0","Anatols Größenwahn","","","1891","6","false","1","1","1","several characters","5","1","1932","1955","5","6","2","4","0","","1","1891","1","0","1","5092","4960","299","410","0"
"schnitzler-das-weite-land","ger000277","Schnitzler","0","Das weite Land","Tragikomödie in fünf Akten","Tragicomedy","1910","29","false","0.9079463625940388","0.6108374384236454","1.3891625615763548","friedrich|erna","17.103448275862068","2","1911","1910","28","29","9","18","2","","1","1910","5","1","5","32269","31529","3773","1553","0"
"schnitzler-der-einsame-weg","ger000017","Schnitzler","0","Der einsame Weg","Schauspiel in fünf Akten","","1904","11","false","0.8386002886002886","0.6181818181818182","1.3818181818181818","felix","6.181818181818182","2","1904","1904","10","11","4","7","0","","1","1903","37","1","5","23758","23043","1849","1053","0"
"schnitzler-der-gruene-kakadu","ger000336","Schnitzler","0","Der grüne Kakadu","Groteske in einem Akt","Comedy","1899","24","false","1","1","1","several characters","23","1","1899","1899","23","24","5","17","2","","1","","1","3","1","11182","11015","1131","701","5"
"schnitzler-der-puppenspieler","ger000306","Schnitzler","0","Der Puppenspieler","Studie in einem Aufzug","","1903","4","false","1","1","1","several characters","3","1","1903","1906","3","4","1","3","0","","1","","1","0","1","5225","5118","424","231","0"
"schnitzler-der-tapfere-cassian","ger000205","Schnitzler","0","Der tapfere Cassian","Puppenspiel in einem Akt","","1904","4","false","1","1","1","several characters","3","1","1904","1906","3","4","1","3","0","","1","1902","1","1","1","4671","4593","316","286","0"
"schnitzler-die-frau-mit-dem-dolche","ger000557","Schnitzler","0","Die Frau mit dem Dolche","Schauspiel in einem Akt","","1902","3","false","1","1","1","pauline_paola|leonhard_lionardo|remigio","2","1","1902","1902","2","3","1","2","0","","1","1901","3","1","1","4452","4150","705","133","296"
"schnitzler-die-letzten-masken","ger000558","Schnitzler","0","Die letzten Masken","Schauspiel in einem Akt","","1902","6","false","1","1","1","several characters","5","1","1902","1902","5","6","1","5","0","","1","1901","1","1","1","5368","5238","610","194","0"
"schnitzler-komoedie-der-verfuehrung","ger000544","Schnitzler","0","Komödie der Verführung","in drei Akten","Comedy","1924","29","false","0.8925524239183199","0.6674876847290641","1.332512315270936","ambros|max","18.689655172413794","2","1924","1924","28","29","12","16","1","","1","","5","1","3","40131","37993","4956","1979","0"
"schnitzler-komtesse-mizzi","ger000150","Schnitzler","0","Komtesse Mizzi oder Der Familientag","Komödie in einem Akt","Comedy","1909","9","false","1","1","1","several characters","8","1","1909","1909","8","9","2","7","0","","1","1907","1","1","1","10110","9953","741","545","0"
"schnitzler-lebendige-stunden","ger000556","Schnitzler","0","Lebendige Stunden","Ein Akt","","1902","3","false","1","1","1","hausdorfer|heinrich|borromaeus","2","1","1902","1902","2","3","0","3","0","","1","1901","1","1","1","4211","4117","353","156","0"
"schnitzler-liebelei","ger000080","Schnitzler","0","Liebelei","Schauspiel in drei Akten","","1895","9","false","0.8687830687830689","0.7777777777777778","1.2222222222222223","theodor|christine|mizi","6.222222222222222","2","1895","1896","8","9","4","5","0","","1","1894","3","4","3","14999","14868","2341","961","0"
"schnitzler-literatur","ger000559","Schnitzler","0","Literatur","Lustspiel in einem Akt","Comedy","1902","3","false","1","1","1","margarete|gilbert|klemens","2","1","1902","1902","2","3","1","2","0","","1","1901","1","1","1","7031","6944","308","405","0"
"schnitzler-professor-bernhardi","ger000343","Schnitzler","0","Professor Bernhardi","Komödie in fünf Akten","Comedy","1912","23","false","0.8271397333316838","0.6047430830039525","1.3952569169960474","bernhardi","13.304347826086957","2","1912","1912","22","23","1","22","0","","1","","5","3","5","37476","36960","2722","1665","0"
"schnitzler-reigen","ger000232","Schnitzler","0","Reigen","","","1903","11","false","0.1515151515151515","0.21818181818181817","2.8181818181818183","graf|dirne","2.1818181818181817","5","1920","1903","3","11","6","5","0","","1","1897","10","10","0","19387","18538","2410","1431","0"
"schnitzler-zum-grossen-wurstel","ger000022","Schnitzler","0","Zum grossen Wurstel","Burleske in einem Akt","Comedy","1906","31","false","1","1","1","several characters","30","1","1906","1906","30","31","5","23","3","","1","1902/1904","1","1","1","5465","5157","1272","147","374"
"schober-alfonso-und-estrella","ger000154","Schober","0","Alfonso und Estrella","Romantische Oper in drei Akten","","1854","18","true","0.8210598043931375","0.5163398692810458","1.522875816993464","chor_der_frauen","8.777777777777779","3","1854","","14","18","4","11","3","","1","","23","9","3","6163","5702","886","0","918"
"schoenherr-der-weibsteufel","ger000478","Schönherr","0","Der Weibsteufel","Drama in fünf Akten","","1914","3","false","1","1","1","weib|mann|jaeger","2","1","1915","1914","2","3","1","2","0","","1","1914","5","1","5","19016","18900","5788","699","0"
"schoenthan-der-raub-der-sabinerinnen","ger000271","Schönthan","1","Der Raub der Sabinerinnen","Schwank in vier Akten","Comedy","1884","11","false","0.9292929292929292","0.7272727272727273","1.290909090909091","several characters","7.2727272727272725","3","1884","1885","9","11","5","6","0","","1","","46","1","4","22873","22444","3515","1278","2"
"schouwaert-die-ueberschwemmung","ger000466","Schouwärt","0","Die Überschwemmung","Ein Schauspiel in drey Akten","","1784","16","false","0.8665237540237539","0.6333333333333333","1.3916666666666666","amtmann|poell|leopoldine","9.5","3","","1784","13","16","4","11","1","","1","1784","48","0","3","20133","19610","665","583","6"
"schroeder-der-vetter-in-lissabon","ger000382","Schröder","0","Der Vetter in Lissabon","Ein bürgerliches Familiengemälde in drei Aufzügen","","1784","11","false","0.7467532467532467","0.6181818181818182","1.3818181818181818","mad_wagner","6.181818181818182","2","1784","1786","10","11","4","7","0","","1","","50","0","3","12447","12121","1077","758","0"
"seemann-dulk-die-waende","ger000459","Seemann","1","Die Wände","Eine politische Komödie in einem Akte","Comedy","1848","8","false","0.7821428571428571","0.6428571428571429","1.3571428571428572","hans","4.5","2","","1848","7","8","0","7","1","","1","","9","0","0","5779","5596","406","0","681"
"sessa-unser-verkehr","ger000503","Sessa","0","Unser Verkehr","Eine Posse in einem Akte","Comedy","1813","16","false","0.7427895021645022","0.4","1.6","jakob","6","2","1813","1815","15","16","3","11","2","","1","","23","0","0","7990","7759","852","452","0"
"seume-miltiades","ger000479","Seume","0","Miltiades","Ein Trauerspiel in fünf Aufzügen","Tragedy","1808","14","false","0.7447330447330447","0.5604395604395604","1.4615384615384615","miltiades","7.285714285714286","3","1868","1808","12","14","1","12","1","","1","","23","0","5","14658","12141","410","0","1798"
"simrock-doctor-johannes-faust","ger000228","Simrock","0","Doctor Johannes Faust","Puppenspiel in vier Aufzügen","","1846","22","false","0.7984083875126656","0.354978354978355","1.7056277056277056","faust","7.454545454545454","3","","1846","17","22","5","14","3","","1","","19","0","4","11116","10263","958","337","297"
"soden-doktor-faust","ger000450","Soden","0","Doktor Faust","Volks-Schauspiel in fünf Akten","","1797","62","false","0.7853715078398325","0.15230037017451084","1.873611845584347","doktor_faust","9.290322580645162","3","","1797","60","62","5","30","27","","1","","65","0","5","21600","21034","1021","1360","0"
"solbrig-die-dorfschule","ger000526","Solbrig","0","Die Dorfschule","Eine charakteristische Posse in einem Akte","Comedy","1812","9","false","1","1","1","several characters","8","1","1812","1819","8","9","0","9","0","","1","","2","0","0","3599","3523","267","182","4"
"sonnleithner-fidelio","ger000095","Sonnleithner","2","Fidelio","Oper in zwei Aufzügen","","1805","12","true","0.8615079365079366","0.5454545454545454","1.5757575757575757","pizarro|rocco","6","3","1805","","9","12","2","9","1","","1","","20","42","2","8488","7862","1835","160","664"
"sorge-der-bettler","ger000534","Sorge","0","Der Bettler","Eine dramatische Sendung","","1912","57","false","0.9904660641502747","0.8157894736842105","1.1842105263157894","das_maedchen|dichter_sohn_bruder_juengling","45.68421052631579","2","1917","1912","56","57","18","39","0","","1","","5","1","5","20845","19644","4457","505","713"
"sorge-der-sieg-des-christos","ger000149","Sorge","0","Der Sieg des Christos","Eine Vision dargestellt in dramatischen Bildern","","1924","37","false","0.8533721691616428","0.16366366366366367","1.718543046357616","luther","5.891891891891892","3","","1924","20","37","3","27","7","","3","1914","18","0","0","20208","19255","3171","0","2451"
"sorge-odysseus","ger000418","Sorge","0","Odysseus","Dramatische Phantasie","","1911","14","false","1","1","1","several characters","13","1","","1925","13","14","1","13","0","","1","1911","1","0","1","8384","7723","3682","213","82"
"stavenhagen-mudder-mews","ger000168","Stavenhagen","0","Mudder Mews","Niederdeutsches Drama in 5 Akten","","1904","8","false","0.9107142857142856","0.8928571428571429","1.1071428571428572","several characters","6.25","2","1905","1904","7","8","3","4","1","","1","1903","5","1","5","21644","21272","5040","887","80"
"stephanie-der-schauspieldirektor","ger000033","Stephanie","0","Der Schauspieldirektor","Ein Gelegenheitsstück in einem Aufzuge","","1786","10","false","1","1","1","several characters","9","1","1786","","9","10","5","5","0","","1","","10","24","0","7730","7631","471","336","83"
"stephanie-die-entfuehrung-aus-dem-serail","ger000381","Stephanie","0","Die Entführung aus dem Serail","Ein Singspiel in drey Aufzügen","","1782","9","true","0.746031746031746","0.6111111111111112","1.2142857142857142","pedrillo","4.888888888888889","2","1782","","7","9","2","7","0","","2","","28","37","3","9670","9308","1032","287","482"
"stephanie-die-liebe-im-narrenhause","ger000133","Stephanie","0","Die Liebe im Narrenhause","Eine komische Oper in zwey Aufzügen","","1787","11","true","1","1","1","several characters","10","1","1787","","10","11","4","7","0","","1","","41","0","2","14944","14417","2020","394","806"
"stephanie-doktor-und-apotheker","ger000344","Stephanie","0","Doktor und Apotheker","Komische Oper in zwei Aufzügen","","1786","10","true","0.8777777777777779","0.8222222222222222","1.1777777777777778","krautmann","7.4","2","1786","","9","10","3","7","0","","1","","45","6","2","19328","18428","3929","421","1183"
"sternheim-der-snob","ger000493","Sternheim","0","Der Snob","Komödie in drei Aufzügen","Comedy","1914","8","false","0.6607142857142857","0.4642857142857143","1.5357142857142858","christian","3.25","2","1914","1914","7","8","4","4","0","","1","","20","1","3","12297","12138","1000","723","0"
"stramm-erwachen","ger000563","Stramm","0","Erwachen","","","1914","15","false","1","1","1","several characters","14","1","1921","1914","14","15","5","8","2","","1","","1","0","0","4275","3348","2358","237","0"
"sturz-julie","ger000066","Sturz","0","Julie","Ein Trauerspiel in fünf Aufzügen","Tragedy","1767","10","false","0.6290476190476191","0.4888888888888889","1.6","wohlau","4.4","3","","1767","7","10","3","7","0","","1","","49","0","5","15186","14792","604","372","0"
"sudermann-der-bettler-von-syrakus","ger000461","Sudermann","0","Der Bettler von Syrakus","Tragödie in fünf Akten und einem Vorspiel","Tragedy","1911","66","false","0.8167835703438168","0.17902097902097902","2.1771561771561774","der_blinde","11.636363636363637","5","1911","1911","43","66","11","52","3","","1","","50","0","5","24340","23086","3426","0","3276"
"sudermann-die-ehre","ger000107","Sudermann","0","Die Ehre","Schauspiel in vier Akten","","1889","15","false","0.8122751322751323","0.5714285714285714","1.4761904761904763","robert|muehlingk","8","3","1889","1889","12","15","6","9","0","","1","","52","1","4","24385","23645","3202","1350","0"
"sudermann-die-schmetterlingsschlacht","ger000521","Sudermann","0","Die Schmetterlingsschlacht","Komödie in vier Akten","Comedy","1894","10","false","0.8615873015873016","0.7555555555555555","1.2444444444444445","rosi","6.8","2","1894","1895","9","10","4","6","0","","1","","58","1","4","19957","19149","2296","1271","0"
"sudermann-heimat","ger000100","Sudermann","0","Heimat","Schauspiel in vier Akten","","1893","14","false","0.830890934462363","0.6043956043956044","1.3956043956043955","frau_schwartze","7.857142857142857","2","1893","1893","13","14","8","6","0","","1","","53","1","4","22128","21466","2526","1079","0"
"sudermann-stein-unter-steinen","ger000541","Sudermann","0","Stein unter Steinen","Schauspiel in vier Akten","","1905","18","false","0.8200867034200366","0.5490196078431373","1.4509803921568627","lore|zarncke","9.333333333333334","2","1905","1905","15","18","4","12","2","","1","","43","0","4","22102","20856","4194","1240","4"
"thoma-die-lokalbahn","ger000361","Thoma","0","Die Lokalbahn","Komödie in drei Akten","Comedy","1902","15","false","0.837053687053687","0.580952380952381","1.4190476190476191","buergermeister","8.133333333333333","2","1902","1902","14","15","4","11","0","","1","","38","0","3","16381","15801","2557","1244","10"
"thoma-die-medaille","ger000037","Thoma","0","Die Medaille","Komödie in einem Akt","Comedy","1901","14","false","1","1","1","several characters","13","1","1901","1901","13","14","4","10","0","","1","","7","0","0","10364","10213","825","623","27"
"thoma-erster-klasse","ger000098","Thoma","0","Erster Klasse","Bauernschwank in einem Akt","Comedy","1910","10","false","0.95","0.9333333333333333","1.0666666666666667","several characters","8.4","2","1910","1910","9","10","2","8","0","","1","1910","6","1","0","9917","9746","1863","679","0"
"thoma-lottchens-geburtstag","ger000207","Thoma","0","Lottchens Geburtstag","Lustspiel in einem Akt","Comedy","1911","6","false","0.9","0.8","1.2","frau_giselius|coelestine","4","2","1911","1911","5","6","4","2","0","","1","1911","11","0","0","7449","7247","1096","515","0"
"thoma-magdalena","ger000073","Thoma","0","Magdalena","Ein Volksstück in drei Aufzügen","","1912","13","false","0.6714618714618715","0.358974358974359","1.705128205128205","thomas","4.3076923076923075","3","1912","1912","11","13","3","9","1","","1","","28","1","3","18748","18095","3334","1149","0"
"thoma-moral","ger000056","Thoma","0","Moral","Komödie in drei Akten","Comedy","1908","17","false","0.8604575163398691","0.4338235294117647","1.7647058823529411","beermann","6.9411764705882355","3","1908","1909","13","17","7","10","0","","1","","25","0","3","19086","18383","2458","1170","3"
"tieck-der-gestiefelte-kater","ger000285","Tieck","0","Der gestiefelte Kater","Ein Kindermärchen in drei Akten, mit Zwischenspielen, einem Prologe und Epiloge","","1797","48","false","0.8695936948181949","0.44592198581560283","1.6072695035460993","fischer","20.958333333333332","3","1844","1797","43","48","2","36","10","","1","","19","1","3","19066","18681","1785","789","47"
"tieck-die-theegesellschaft","ger000496","Tieck","0","Die Theegesellschaft","Lustspiel in Einem Aufzuge","Comedy","1797","10","false","0.9349206349206349","0.8222222222222222","1.1777777777777778","ahlfeld","7.4","2","","1797","9","10","1","9","0","","1","1796","18","0","0","9059","8794","554","567","0"
"tieck-die-verkehrte-welt","ger000313","Tieck","0","Die verkehrte Welt","Ein historisches Schauspiel in fünf Aufzügen","","1800","74","false","0.8464801499269293","0.2913735653461681","1.697338746053225","scaevola","21.27027027027027","3","","1800","56","74","14","51","9","","4","","21","0","5","23686","21524","1081","961","417"
"tieck-karl-von-berneck","ger000530","Tieck","0","Karl von Berneck","Trauerspiel in fünf Aufzügen","Tragedy","1797","19","false","0.8200252963410858","0.6023391812865497","1.3976608187134503","conrad|karl","10.842105263157896","2","","1797","18","19","3","15","1","","1","1793/1795","19","0","5","23520","22848","1244","1026","47"
"tieck-leben-und-tod-der-heiligen-genoveva","ger000531","Tieck","0","Leben und Tod der heiligen Genoveva","Ein Trauerspiel","Tragedy","1800","68","false","0.8409832260663463","0.15978928884986832","2.0794556628621597","siegfried","10.705882352941176","4","1807","1800","52","68","6","55","7","","1","1799","61","0","0","46522","46138","1099","246","5676"
"tieck-prinz-zerbino","ger000259","Tieck","0","Prinz Zerbino oder die Reise nach dem guten Geschmack","Ein deutsches Lustspiel in sechs Akten","Comedy","1799","125","false","0.8932328313898322","0.11935483870967742","2.361032258064516","nestor","14.8","4","","1799","70","125","10","81","34","","1","1797","52","0","6","58031","57458","2017","2092","3148"
"tieck-ritter-blaubart","ger000274","Tieck","0","Ritter Blaubart","Ein Ammenmärchen in vier Akten","","1797","25","false","0.8258606842074336","0.4166666666666667","1.6866666666666668","klaus","10","3","1835","1797","20","25","4","20","1","","1","1796","15","0","4","21134","20682","858","974","105"
"toerring-agnes-bernauerin","ger000404","Törring","0","Agnes Bernauerin","Ein vaterländisches Trauerspiel","Tragedy","1780","27","false","0.7711651940410111","0.3504273504273504","1.8461538461538463","albrecht","9.11111111111111","3","1781","1780","18","27","2","25","0","","1","1780","36","0","5","15764","15015","1373","570","0"
"treitschke-das-bauerngut","ger000554","Treitschke","0","Das Bauerngut","Ein Lustspiel in einem Aufzuge. Fortsetzung der beyden Billets, und des Stammbaumes","Comedy","1799","6","false","1","1","1","several characters","5","1","1799","1799","5","6","1","5","0","","1","","12","0","0","7994","7880","581","352","0"
"uhland-ernst-herzog-von-schwaben","ger000091","Uhland","0","Ernst Herzog von Schwaben","Trauerspiel in fünf Aufzügen","Tragedy","1818","21","false","0.9160364145658262","0.680952380952381","1.319047619047619","kunrad|gisela|ernst","13.619047619047619","2","1818","1818","19","21","1","20","0","","1","","8","0","5","14453","14258","462","0","2102"
"uhland-ludwig-der-bayer","ger000279","Uhland","0","Ludwig der Bayer","Schauspiel in fünf Aufzügen","","1819","41","false","0.8837744544218871","0.22439024390243903","1.9012195121951219","friedrich","8.975609756097562","3","1826","1819","32","41","2","39","0","","1","1817/1818","13","0","5","15483","14990","1112","0","2115"
"vischer-faust","ger000064","Vischer","0","Faust","Der Tragödie dritter Teil","Tragedy","1862","68","false","0.9056648317721091","0.19271290605794555","1.9139596136962247","valentin","12.911764705882353","3","","1862","51","68","8","46","14","","1","","36","1","3","33840","32912","3308","156","4650"
"voss-faust","ger000258","Voß","0","Faust","Trauerspiel mit Gesang und Tanz","Tragedy","1823","72","false","0.7719877227409646","0.08176838810641628","2.180214240705734","faust","5.805555555555555","3","","1823","38","72","13","48","11","","6","","63","0","5","13363","12447","2989","39","1613"
"wagner-das-rheingold","ger000317","Wagner","0","Das Rheingold","","","1853","14","true","0.9725274725274726","0.8901098901098901","1.10989010989011","wotan|loge|alberich","11.571428571428571","2","1869","1853","13","14","6","8","0","","1","","4","32","0","10404","10082","2726","0","1876"
"wagner-der-fliegende-hollaender","ger000245","Wagner","0","Der fliegende Holländer","","","1843","9","true","1","1","1","several characters","8","1","1843","","8","9","3","6","0","","1","","3","36","3","7017","6718","1635","0","828"
"wagner-die-kindermoerderin","ger000396","Wagner","0","Die Kindermörderin","Ein Trauerspiel","Tragedy","1776","14","false","0.8547619047619047","0.5494505494505495","1.4505494505494505","magister|evchen","7.142857142857143","2","1777","1776","11","14","6","8","0","","1","","6","2","6","23297","23013","2159","726","10"
"wagner-die-meistersinger-von-nuernberg","ger000422","Wagner","0","Die Meistersinger von Nürnberg","","","1868","32","true","0.8858208387514802","0.6108870967741935","1.3891129032258065","david|walther","18.9375","2","1868","","31","32","3","26","3","","1","","14","34","3","23376","22099","5902","0","3031"
"wagner-die-reue-nach-der-that","ger000264","Wagner","0","Die Reue nach der That","Ein Schauspiel","","1775","16","false","0.8787129537129535","0.6916666666666667","1.3083333333333333","werner|wilhelm|langen","10.375","2","1775","1775","15","16","6","10","0","","1","","6","0","6","21415","21141","2210","814","4"
"wagner-die-walkuere","ger000349","Wagner","0","Die Walküre","","","1853","14","true","0.9332334332334332","0.7032967032967034","1.2967032967032968","wotan|bruennhilde","9.142857142857142","2","1870","1853","13","14","11","3","0","","1","","11","35","3","12854","12120","3565","0","2296"
